rank,Name,Year,State,male_count,female_count,unisex_score
24,Alisha,1975,NE,,6,0.0
25,Alison,1975,NE,,19,0.0
26,Allen,1975,NE,12,,0.0
27,Allison,1975,NE,,25,0.0
28,Alyson,1975,NE,,5,0.0
29,Alyssa,1975,NE,,7,0.0
30,Amanda,1975,NE,,105,0.0
1,Jamie,1975,NH,30,8,26.67
2,Shannon,1975,NH,10,43,23.26
3,Aaron,1975,NH,64,,0.0
4,Abigail,1975,NH,,6,0.0
5,Adam,1975,NH,49,,0.0
6,Aimee,1975,NH,,13,0.0
7,Alan,1975,NH,10,,0.0
8,Alex,1975,NH,7,,0.0
9,Alexander,1975,NH,9,,0.0
10,Alexandra,1975,NH,,5,0.0
11,Alicia,1975,NH,,9,0.0
12,Alison,1975,NH,,16,0.0
13,Allan,1975,NH,9,,0.0
14,Allen,1975,NH,9,,0.0
15,Allison,1975,NH,,14,0.0
16,Amanda,1975,NH,,52,0.0
17,Amber,1975,NH,,11,0.0
18,Amie,1975,NH,,6,0.0
19,Amy,1975,NH,,177,0.0
20,Andre,1975,NH,7,,0.0
21,Andrea,1975,NH,,30,0.0
22,Andrew,1975,NH,66,,0.0
23,Angel,1975,NH,,6,0.0
24,Angela,1975,NH,,73,0.0
25,Angelique,1975,NH,,5,0.0
26,Angie,1975,NH,,7,0.0
27,Ann,1975,NH,,6,0.0
28,Anne,1975,NH,,9,0.0
29,Anthony,1975,NH,27,,0.0
30,April,1975,NH,,32,0.0
1,Lashawn,1975,NJ,5,5,100.0
2,Jamie,1975,NJ,82,87,94.25
3,Rene,1975,NJ,12,13,92.31
4,Casey,1975,NJ,12,14,85.71
5,Jan,1975,NJ,7,6,85.71
6,Kenyatta,1975,NJ,5,6,83.33
7,Jaime,1975,NJ,28,37,75.68
8,Jessie,1975,NJ,6,8,75.0
9,Alexis,1975,NJ,30,48,62.5
10,Dorian,1975,NJ,8,5,62.5
11,Noel,1975,NJ,18,10,55.56
12,Ariel,1975,NJ,11,5,45.45
13,Jackie,1975,NJ,6,15,40.0
14,Terry,1975,NJ,36,13,36.11
15,Carey,1975,NJ,6,17,35.29
16,Chris,1975,NJ,24,8,33.33
17,Nakia,1975,NJ,15,48,31.25
18,Ashley,1975,NJ,5,17,29.41
19,Jean,1975,NJ,11,39,28.21
20,Lee,1975,NJ,40,11,27.5
21,Angel,1975,NJ,94,25,26.6
22,Dale,1975,NJ,20,5,25.0
23,Carmen,1975,NJ,14,63,22.22
24,Courtney,1975,NJ,14,74,18.92
25,Kerry,1975,NJ,9,62,14.52
26,Dana,1975,NJ,30,230,13.04
27,Shannon,1975,NJ,24,191,12.57
28,Corey,1975,NJ,67,8,11.94
29,Leslie,1975,NJ,8,88,9.09
30,Brett,1975,NJ,72,6,8.33
1,Jody,1975,NM,10,11,90.91
2,Jamie,1975,NM,13,15,86.67
3,Terry,1975,NM,12,7,58.33
4,Angel,1975,NM,10,5,50.0
5,Guadalupe,1975,NM,6,13,46.15
6,Shannon,1975,NM,17,52,32.69
7,Jaime,1975,NM,25,7,28.0
8,Stacey,1975,NM,6,26,23.08
9,Kelly,1975,NM,10,45,22.22
10,Tracy,1975,NM,5,23,21.74
11,Leslie,1975,NM,5,44,11.36
12,Aaron,1975,NM,90,,0.0
13,Abel,1975,NM,9,,0.0
14,Abraham,1975,NM,7,,0.0
15,Adam,1975,NM,69,,0.0
16,Adrian,1975,NM,33,,0.0
17,Adriana,1975,NM,,6,0.0
18,Adrienne,1975,NM,,9,0.0
19,Aimee,1975,NM,,11,0.0
20,Alan,1975,NM,12,,0.0
21,Albert,1975,NM,25,,0.0
22,Alberta,1975,NM,,7,0.0
23,Alejandro,1975,NM,11,,0.0
24,Alex,1975,NM,13,,0.0
25,Alexander,1975,NM,19,,0.0
26,Alexandra,1975,NM,,8,0.0
27,Alfonso,1975,NM,5,,0.0
28,Alfred,1975,NM,18,,0.0
29,Alfredo,1975,NM,12,,0.0
30,Alice,1975,NM,,5,0.0
1,Kelly,1975,NV,9,27,33.33
2,Jamie,1975,NV,5,24,20.83
3,Aaron,1975,NV,48,,0.0
4,Adam,1975,NV,21,,0.0
5,Adrian,1975,NV,6,,0.0
6,Alan,1975,NV,9,,0.0
7,Albert,1975,NV,9,,0.0
8,Alex,1975,NV,5,,0.0
9,Alexander,1975,NV,8,,0.0
10,Alicia,1975,NV,,14,0.0
11,Alison,1975,NV,,6,0.0
12,Allen,1975,NV,7,,0.0
13,Amanda,1975,NV,,30,0.0
14,Amber,1975,NV,,26,0.0
15,Amy,1975,NV,,75,0.0
16,Andrea,1975,NV,,28,0.0
17,Andrew,1975,NV,30,,0.0
18,Angel,1975,NV,,5,0.0
19,Angela,1975,NV,,69,0.0
20,Angelia,1975,NV,,5,0.0
21,Angelina,1975,NV,,7,0.0
22,Angelique,1975,NV,,6,0.0
23,Ann,1975,NV,,7,0.0
24,Anna,1975,NV,,11,0.0
25,Anthony,1975,NV,57,,0.0
26,Antoinette,1975,NV,,5,0.0
27,Antonio,1975,NV,9,,0.0
28,April,1975,NV,,26,0.0
29,Arthur,1975,NV,8,,0.0
30,Barbara,1975,NV,,9,0.0
1,Jan,1975,NY,14,14,100.0
2,Cary,1975,NY,17,16,94.12
3,Nicola,1975,NY,13,11,84.62
4,Tal,1975,NY,6,5,83.33
5,Jaime,1975,NY,94,74,78.72
6,Rene,1975,NY,37,29,78.38
7,Kai,1975,NY,11,8,72.73
8,Kareen,1975,NY,14,10,71.43
9,Blair,1975,NY,10,7,70.0
10,Jayme,1975,NY,7,10,70.0
11,Casey,1975,NY,61,41,67.21
12,Toby,1975,NY,32,21,65.63
13,Jamie,1975,NY,276,176,63.77
14,Jessie,1975,NY,27,43,62.79
15,Rosario,1975,NY,13,8,61.54
16,Loren,1975,NY,13,23,56.52
17,Alexis,1975,NY,50,92,54.35
18,Ashley,1975,NY,16,30,53.33
19,Morgan,1975,NY,24,12,50.0
20,Germaine,1975,NY,12,6,50.0
21,Jean,1975,NY,58,123,47.15
22,Sasha,1975,NY,8,17,47.06
23,Daniele,1975,NY,7,15,46.67
24,Kenyatta,1975,NY,26,12,46.15
25,Michel,1975,NY,13,6,46.15
26,Kris,1975,NY,18,8,44.44
27,Nakia,1975,NY,40,92,43.48
28,Whitney,1975,NY,6,14,42.86
29,Carey,1975,NY,15,36,41.67
30,Jade,1975,NY,5,12,41.67
1,Jessie,1975,OH,22,21,95.45
2,Jamie,1975,OH,256,242,94.53
3,Cary,1975,OH,14,15,93.33
4,Kasey,1975,OH,9,10,90.0
5,Noel,1975,OH,10,12,83.33
